"","REGION","PRIMARY_SAMPLE_UNIT","STATION_NR","YEAR","MONTH","DAY","HABITAT_CD","STRAT","RUGOSITY_CD","WTD_RUG","LAT_DEGREES","LON_DEGREES","MAPGRID_NR","SUB_REGION_NAME","SUB_REGION_NR","ZONE_NAME","ZONE_NR","MPA_NAME","MPA_NR","ADMIN","PROT","DEPTH_STRAT","MIN_DEPTH","MAX_DEPTH","METERS_COMPLETED","COVER_CAT_CD","COVER_CAT_NAME","HARDBOTTOM_P","SOFTBOTTOM_P","RUBBLE_P","MEAN_RUG","SPECIES_CD","SPECIES_NAME","N","JUV","MAX_DIAMETER","PERP_DIAMETER","HEIGHT","OLD_MORT","RECENT_MORT","BLEACH_CONDITION","DISEASE","REST_SITE","SurveyCode","MilSortCode"
"830","FLK",1013,2,2015,8,15,"ISOL_MR","MCPR",NA,0.343333333333333,25.4553,-80.14338333,"1983040","Biscayne",12,"Mid Channel",2,"Unprotected",0,NA,0,NA,3.3527998927104,4.571999853696,15,"BAR SUB.","Bare Substrate",4,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-8-15-1013","2015-8-15-1013-2"
"831","FLK",1013,2,2015,8,15,"ISOL_MR","MCPR",NA,0.343333333333333,25.4553,-80.14338333,"1983040","Biscayne",12,"Mid Channel",2,"Unprotected",0,NA,0,NA,3.3527998927104,4.571999853696,15,"DIC SPE.","Dictyota spp",9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-8-15-1013","2015-8-15-1013-2"
"832","FLK",1013,2,2015,8,15,"ISOL_MR","MCPR",NA,0.343333333333333,25.4553,-80.14338333,"1983040","Biscayne",12,"Mid Channel",2,"Unprotected",0,NA,0,NA,3.3527998927104,4.571999853696,15,"DIC STOK","Dichocoenia stokesii",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-8-15-1013","2015-8-15-1013-2"
"833","FLK",1013,2,2015,8,15,"ISOL_MR","MCPR",NA,0.343333333333333,25.4553,-80.14338333,"1983040","Biscayne",12,"Mid Channel",2,"Unprotected",0,NA,0,NA,3.3527998927104,4.571999853696,15,"ENCR GORG","Encrusting gorgonian",2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-8-15-1013","2015-8-15-1013-2"
"834","FLK",1013,2,2015,8,15,"ISOL_MR","MCPR",NA,0.343333333333333,25.4553,-80.14338333,"1983040","Biscayne",12,"Mid Channel",2,"Unprotected",0,NA,0,NA,3.3527998927104,4.571999853696,15,"ERY CARY","Erythropodium caribaeorum",3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-8-15-1013","2015-8-15-1013-2"
"835","FLK",1013,2,2015,8,15,"ISOL_MR","MCPR",NA,0.343333333333333,25.4553,-80.14338333,"1983040","Biscayne",12,"Mid Channel",2,"Unprotected",0,NA,0,NA,3.3527998927104,4.571999853696,15,"GOR GORG","Gorgonians",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-8-15-1013","2015-8-15-1013-2"
"836","FLK",1013,2,2015,8,15,"ISOL_MR","MCPR",NA,0.343333333333333,25.4553,-80.14338333,"1983040","Biscayne",12,"Mid Channel",2,"Unprotected",0,NA,0,NA,3.3527998927104,4.571999853696,15,"PAL SPE.","Palythoa spp",2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-8-15-1013","2015-8-15-1013-2"
"837","FLK",1013,2,2015,8,15,"ISOL_MR","MCPR",NA,0.343333333333333,25.4553,-80.14338333,"1983040","Biscayne",12,"Mid Channel",2,"Unprotected",0,NA,0,NA,3.3527998927104,4.571999853696,15,"PEY SPE.","Peysonnellia",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-8-15-1013","2015-8-15-1013-2"
"838","FLK",1013,2,2015,8,15,"ISOL_MR","MCPR",NA,0.343333333333333,25.4553,-80.14338333,"1983040","Biscayne",12,"Mid Channel",2,"Unprotected",0,NA,0,NA,3.3527998927104,4.571999853696,15,"POF SPE.","Porifera spp",13,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-8-15-1013","2015-8-15-1013-2"
"839","FLK",1013,2,2015,8,15,"ISOL_MR","MCPR",NA,0.343333333333333,25.4553,-80.14338333,"1983040","Biscayne",12,"Mid Channel",2,"Unprotected",0,NA,0,NA,3.3527998927104,4.571999853696,15,"POR FURC","Porites furcata",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-8-15-1013","2015-8-15-1013-2"
"840","FLK",1013,2,2015,8,15,"ISOL_MR","MCPR",NA,0.343333333333333,25.4553,-80.14338333,"1983040","Biscayne",12,"Mid Channel",2,"Unprotected",0,NA,0,NA,3.3527998927104,4.571999853696,15,"RHO CRUS","Rhodophyta cru. spp",7,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-8-15-1013","2015-8-15-1013-2"
"841","FLK",1013,2,2015,8,15,"ISOL_MR","MCPR",NA,0.343333333333333,25.4553,-80.14338333,"1983040","Biscayne",12,"Mid Channel",2,"Unprotected",0,NA,0,NA,3.3527998927104,4.571999853696,15,"SOL BOUR","Solenastrea bournoni",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-8-15-1013","2015-8-15-1013-2"
"842","FLK",1013,2,2015,8,15,"ISOL_MR","MCPR",NA,0.343333333333333,25.4553,-80.14338333,"1983040","Biscayne",12,"Mid Channel",2,"Unprotected",0,NA,0,NA,3.3527998927104,4.571999853696,15,"TUR FREE","Turf Algae Free of Sediment",29,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-8-15-1013","2015-8-15-1013-2"
"843","FLK",1043,1,2015,8,15,"CONT_LR","FMLR",NA,0.196666666666667,25.46138333,-80.1182,"1984163","Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,NA,8.53439972689921,8.83919971714561,15,"BAR SUB.","Bare Substrate",17,24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-8-15-1043","2015-8-15-1043-1"
"844","FLK",1043,1,2015,8,15,"CONT_LR","FMLR",NA,0.196666666666667,25.46138333,-80.1182,"1984163","Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,NA,8.53439972689921,8.83919971714561,15,"DIC SPE.","Dictyota spp",9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-8-15-1043","2015-8-15-1043-1"
"845","FLK",1043,1,2015,8,15,"CONT_LR","FMLR",NA,0.196666666666667,25.46138333,-80.1182,"1984163","Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,NA,8.53439972689921,8.83919971714561,15,"MAC FLES","MacroOtherFleshy",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-8-15-1043","2015-8-15-1043-1"
"846","FLK",1043,1,2015,8,15,"CONT_LR","FMLR",NA,0.196666666666667,25.46138333,-80.1182,"1984163","Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,NA,8.53439972689921,8.83919971714561,15,"MIL SPE.","Millepora spp",3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-8-15-1043","2015-8-15-1043-1"
"847","FLK",1043,1,2015,8,15,"CONT_LR","FMLR",NA,0.196666666666667,25.46138333,-80.1182,"1984163","Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,NA,8.53439972689921,8.83919971714561,15,"POF SPE.","Porifera spp",7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-8-15-1043","2015-8-15-1043-1"
"848","FLK",1043,1,2015,8,15,"CONT_LR","FMLR",NA,0.196666666666667,25.46138333,-80.1182,"1984163","Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,NA,8.53439972689921,8.83919971714561,15,"POR ASTR","Porites astreoides",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-8-15-1043","2015-8-15-1043-1"
"849","FLK",1043,1,2015,8,15,"CONT_LR","FMLR",NA,0.196666666666667,25.46138333,-80.1182,"1984163","Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,NA,8.53439972689921,8.83919971714561,15,"RHO CRUS","Rhodophyta cru. spp",3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-8-15-1043","2015-8-15-1043-1"
"850","FLK",1043,1,2015,8,15,"CONT_LR","FMLR",NA,0.196666666666667,25.46138333,-80.1182,"1984163","Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,NA,8.53439972689921,8.83919971714561,15,"TUR FREE","Turf Algae Free of Sediment",35,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-8-15-1043","2015-8-15-1043-1"
"851","FLK",1043,2,2015,8,15,"CONT_LR","FMLR",NA,0.176666666666667,25.46138333,-80.1182,"1984163","Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,NA,8.53439972689921,8.83919971714561,15,"BAR SUB.","Bare Substrate",10,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-8-15-1043","2015-8-15-1043-2"
"852","FLK",1043,2,2015,8,15,"CONT_LR","FMLR",NA,0.176666666666667,25.46138333,-80.1182,"1984163","Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,NA,8.53439972689921,8.83919971714561,15,"DIC SPE.","Dictyota spp",2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-8-15-1043","2015-8-15-1043-2"
"853","FLK",1043,2,2015,8,15,"CONT_LR","FMLR",NA,0.176666666666667,25.46138333,-80.1182,"1984163","Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,NA,8.53439972689921,8.83919971714561,15,"ERY CARY","Erythropodium caribaeorum",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-8-15-1043","2015-8-15-1043-2"
"854","FLK",1043,2,2015,8,15,"CONT_LR","FMLR",NA,0.176666666666667,25.46138333,-80.1182,"1984163","Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,NA,8.53439972689921,8.83919971714561,15,"MIL SPE.","Millepora spp",2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-8-15-1043","2015-8-15-1043-2"
"855","FLK",1043,2,2015,8,15,"CONT_LR","FMLR",NA,0.176666666666667,25.46138333,-80.1182,"1984163","Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,NA,8.53439972689921,8.83919971714561,15,"POF SPE.","Porifera spp",6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-8-15-1043","2015-8-15-1043-2"
"856","FLK",1043,2,2015,8,15,"CONT_LR","FMLR",NA,0.176666666666667,25.46138333,-80.1182,"1984163","Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,NA,8.53439972689921,8.83919971714561,15,"RHO CRUS","Rhodophyta cru. spp",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-8-15-1043","2015-8-15-1043-2"
"857","FLK",1043,2,2015,8,15,"CONT_LR","FMLR",NA,0.176666666666667,25.46138333,-80.1182,"1984163","Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,NA,8.53439972689921,8.83919971714561,15,"TUR FREE","Turf Algae Free of Sediment",62,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-8-15-1043","2015-8-15-1043-2"
"858","FLK",1087,1,2015,8,15,"SPGR_LR","FMLR",NA,0.256666666666667,25.43696667,-80.12061667,"1979795","Biscayne",12,"Forereef",4,"BISC_MRZ",27,NA,1,NA,7.92479974640641,9.44879969763841,15,"AGA AGAR","Agaricia agaricites",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-8-15-1087","2015-8-15-1087-1"
"859","FLK",1087,1,2015,8,15,"SPGR_LR","FMLR",NA,0.256666666666667,25.43696667,-80.12061667,"1979795","Biscayne",12,"Forereef",4,"BISC_MRZ",27,NA,1,NA,7.92479974640641,9.44879969763841,15,"BAR SUB.","Bare Substrate",6,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-8-15-1087","2015-8-15-1087-1"
"860","FLK",1087,1,2015,8,15,"SPGR_LR","FMLR",NA,0.256666666666667,25.43696667,-80.12061667,"1979795","Biscayne",12,"Forereef",4,"BISC_MRZ",27,NA,1,NA,7.92479974640641,9.44879969763841,15,"DIC SPE.","Dictyota spp",22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-8-15-1087","2015-8-15-1087-1"
"861","FLK",1087,1,2015,8,15,"SPGR_LR","FMLR",NA,0.256666666666667,25.43696667,-80.12061667,"1979795","Biscayne",12,"Forereef",4,"BISC_MRZ",27,NA,1,NA,7.92479974640641,9.44879969763841,15,"DIC STOK","Dichocoenia stokesii",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-8-15-1087","2015-8-15-1087-1"
"862","FLK",1087,1,2015,8,15,"SPGR_LR","FMLR",NA,0.256666666666667,25.43696667,-80.12061667,"1979795","Biscayne",12,"Forereef",4,"BISC_MRZ",27,NA,1,NA,7.92479974640641,9.44879969763841,15,"ENCR GORG","Encrusting gorgonian",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-8-15-1087","2015-8-15-1087-1"
"863","FLK",1087,1,2015,8,15,"SPGR_LR","FMLR",NA,0.256666666666667,25.43696667,-80.12061667,"1979795","Biscayne",12,"Forereef",4,"BISC_MRZ",27,NA,1,NA,7.92479974640641,9.44879969763841,15,"MIL SPE.","Millepora spp",3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-8-15-1087","2015-8-15-1087-1"
"864","FLK",1087,1,2015,8,15,"SPGR_LR","FMLR",NA,0.256666666666667,25.43696667,-80.12061667,"1979795","Biscayne",12,"Forereef",4,"BISC_MRZ",27,NA,1,NA,7.92479974640641,9.44879969763841,15,"PEY SPE.","Peysonnellia",9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-8-15-1087","2015-8-15-1087-1"
"865","FLK",1087,1,2015,8,15,"SPGR_LR","FMLR",NA,0.256666666666667,25.43696667,-80.12061667,"1979795","Biscayne",12,"Forereef",4,"BISC_MRZ",27,NA,1,NA,7.92479974640641,9.44879969763841,15,"POF SPE.","Porifera spp",2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-8-15-1087","2015-8-15-1087-1"
"866","FLK",1087,1,2015,8,15,"SPGR_LR","FMLR",NA,0.256666666666667,25.43696667,-80.12061667,"1979795","Biscayne",12,"Forereef",4,"BISC_MRZ",27,NA,1,NA,7.92479974640641,9.44879969763841,15,"POR ASTR","Porites astreoides",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-8-15-1087","2015-8-15-1087-1"
"867","FLK",1087,1,2015,8,15,"SPGR_LR","FMLR",NA,0.256666666666667,25.43696667,-80.12061667,"1979795","Biscayne",12,"Forereef",4,"BISC_MRZ",27,NA,1,NA,7.92479974640641,9.44879969763841,15,"POR PORI","Porites porites",3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-8-15-1087","2015-8-15-1087-1"
"868","FLK",1087,1,2015,8,15,"SPGR_LR","FMLR",NA,0.256666666666667,25.43696667,-80.12061667,"1979795","Biscayne",12,"Forereef",4,"BISC_MRZ",27,NA,1,NA,7.92479974640641,9.44879969763841,15,"RHO CRUS","Rhodophyta cru. spp",14,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-8-15-1087","2015-8-15-1087-1"
"869","FLK",1087,1,2015,8,15,"SPGR_LR","FMLR",NA,0.256666666666667,25.43696667,-80.12061667,"1979795","Biscayne",12,"Forereef",4,"BISC_MRZ",27,NA,1,NA,7.92479974640641,9.44879969763841,15,"SID SIDE","Siderastrea siderea",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-8-15-1087","2015-8-15-1087-1"
"870","FLK",1087,1,2015,8,15,"SPGR_LR","FMLR",NA,0.256666666666667,25.43696667,-80.12061667,"1979795","Biscayne",12,"Forereef",4,"BISC_MRZ",27,NA,1,NA,7.92479974640641,9.44879969763841,15,"TUR FREE","Turf Algae Free of Sediment",30,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-8-15-1087","2015-8-15-1087-1"
"871","FLK",1087,2,2015,8,15,"SPGR_LR","FMLR",NA,0.386666666666667,25.43696667,-80.12061667,"1979795","Biscayne",12,"Forereef",4,"BISC_MRZ",27,NA,1,NA,6.70559978542081,9.14399970739201,15,"BAR SUB.","Bare Substrate",2,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-8-15-1087","2015-8-15-1087-2"
"872","FLK",1087,2,2015,8,15,"SPGR_LR","FMLR",NA,0.386666666666667,25.43696667,-80.12061667,"1979795","Biscayne",12,"Forereef",4,"BISC_MRZ",27,NA,1,NA,6.70559978542081,9.14399970739201,15,"DIC SPE.","Dictyota spp",19,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-8-15-1087","2015-8-15-1087-2"
"873","FLK",1087,2,2015,8,15,"SPGR_LR","FMLR",NA,0.386666666666667,25.43696667,-80.12061667,"1979795","Biscayne",12,"Forereef",4,"BISC_MRZ",27,NA,1,NA,6.70559978542081,9.14399970739201,15,"DIC STOK","Dichocoenia stokesii",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-8-15-1087","2015-8-15-1087-2"
"874","FLK",1087,2,2015,8,15,"SPGR_LR","FMLR",NA,0.386666666666667,25.43696667,-80.12061667,"1979795","Biscayne",12,"Forereef",4,"BISC_MRZ",27,NA,1,NA,6.70559978542081,9.14399970739201,15,"ENCR GORG","Encrusting gorgonian",5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-8-15-1087","2015-8-15-1087-2"
"875","FLK",1087,2,2015,8,15,"SPGR_LR","FMLR",NA,0.386666666666667,25.43696667,-80.12061667,"1979795","Biscayne",12,"Forereef",4,"BISC_MRZ",27,NA,1,NA,6.70559978542081,9.14399970739201,15,"ERY CARY","Erythropodium caribaeorum",4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-8-15-1087","2015-8-15-1087-2"
"876","FLK",1087,2,2015,8,15,"SPGR_LR","FMLR",NA,0.386666666666667,25.43696667,-80.12061667,"1979795","Biscayne",12,"Forereef",4,"BISC_MRZ",27,NA,1,NA,6.70559978542081,9.14399970739201,15,"GOR GORG","Gorgonians",3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-8-15-1087","2015-8-15-1087-2"
"877","FLK",1087,2,2015,8,15,"SPGR_LR","FMLR",NA,0.386666666666667,25.43696667,-80.12061667,"1979795","Biscayne",12,"Forereef",4,"BISC_MRZ",27,NA,1,NA,6.70559978542081,9.14399970739201,15,"HAL SPE.","Halimeda spp",4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-8-15-1087","2015-8-15-1087-2"
"878","FLK",1087,2,2015,8,15,"SPGR_LR","FMLR",NA,0.386666666666667,25.43696667,-80.12061667,"1979795","Biscayne",12,"Forereef",4,"BISC_MRZ",27,NA,1,NA,6.70559978542081,9.14399970739201,15,"LOB SPE.","Lobophora spp",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-8-15-1087","2015-8-15-1087-2"
"879","FLK",1087,2,2015,8,15,"SPGR_LR","FMLR",NA,0.386666666666667,25.43696667,-80.12061667,"1979795","Biscayne",12,"Forereef",4,"BISC_MRZ",27,NA,1,NA,6.70559978542081,9.14399970739201,15,"OTH SPE.","Other species",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-8-15-1087","2015-8-15-1087-2"
"880","FLK",1087,2,2015,8,15,"SPGR_LR","FMLR",NA,0.386666666666667,25.43696667,-80.12061667,"1979795","Biscayne",12,"Forereef",4,"BISC_MRZ",27,NA,1,NA,6.70559978542081,9.14399970739201,15,"PEY SPE.","Peysonnellia",17,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-8-15-1087","2015-8-15-1087-2"
"881","FLK",1087,2,2015,8,15,"SPGR_LR","FMLR",NA,0.386666666666667,25.43696667,-80.12061667,"1979795","Biscayne",12,"Forereef",4,"BISC_MRZ",27,NA,1,NA,6.70559978542081,9.14399970739201,15,"POF SPE.","Porifera spp",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-8-15-1087","2015-8-15-1087-2"
"882","FLK",1087,2,2015,8,15,"SPGR_LR","FMLR",NA,0.386666666666667,25.43696667,-80.12061667,"1979795","Biscayne",12,"Forereef",4,"BISC_MRZ",27,NA,1,NA,6.70559978542081,9.14399970739201,15,"RHO CRUS","Rhodophyta cru. spp",6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-8-15-1087","2015-8-15-1087-2"
"883","FLK",1087,2,2015,8,15,"SPGR_LR","FMLR",NA,0.386666666666667,25.43696667,-80.12061667,"1979795","Biscayne",12,"Forereef",4,"BISC_MRZ",27,NA,1,NA,6.70559978542081,9.14399970739201,15,"TUR FREE","Turf Algae Free of Sediment",32,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-8-15-1087","2015-8-15-1087-2"
"884","FLK",1531,1,2015,8,15,"SPGR_LR","FMLR",NA,0.31,25.46658333,-80.11098333,"1985116","Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,NA,13.4111995708416,14.3255995415808,15,"BAR SUB.","Bare Substrate",6,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-8-15-1531","2015-8-15-1531-1"
"885","FLK",1531,1,2015,8,15,"SPGR_LR","FMLR",NA,0.31,25.46658333,-80.11098333,"1985116","Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,NA,13.4111995708416,14.3255995415808,15,"DIC SPE.","Dictyota spp",40,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-8-15-1531","2015-8-15-1531-1"
"886","FLK",1531,1,2015,8,15,"SPGR_LR","FMLR",NA,0.31,25.46658333,-80.11098333,"1985116","Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,NA,13.4111995708416,14.3255995415808,15,"HAL SPE.","Halimeda spp",4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-8-15-1531","2015-8-15-1531-1"
"887","FLK",1531,1,2015,8,15,"SPGR_LR","FMLR",NA,0.31,25.46658333,-80.11098333,"1985116","Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,NA,13.4111995708416,14.3255995415808,15,"PEY SPE.","Peysonnellia",2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-8-15-1531","2015-8-15-1531-1"
"888","FLK",1531,1,2015,8,15,"SPGR_LR","FMLR",NA,0.31,25.46658333,-80.11098333,"1985116","Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,NA,13.4111995708416,14.3255995415808,15,"POF SPE.","Porifera spp",16,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-8-15-1531","2015-8-15-1531-1"
"889","FLK",1531,1,2015,8,15,"SPGR_LR","FMLR",NA,0.31,25.46658333,-80.11098333,"1985116","Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,NA,13.4111995708416,14.3255995415808,15,"RHO CRUS","Rhodophyta cru. spp",4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-8-15-1531","2015-8-15-1531-1"
"890","FLK",1531,1,2015,8,15,"SPGR_LR","FMLR",NA,0.31,25.46658333,-80.11098333,"1985116","Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,NA,13.4111995708416,14.3255995415808,15,"TUR FREE","Turf Algae Free of Sediment",24,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-8-15-1531","2015-8-15-1531-1"
"891","FLK",1531,2,2015,8,15,"SPGR_LR","FMLR",NA,0.236666666666667,25.46658333,-80.11098333,"1985116","Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,NA,12.191999609856,13.4111995708416,15,"BAR SUB.","Bare Substrate",6,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-8-15-1531","2015-8-15-1531-2"
"892","FLK",1531,2,2015,8,15,"SPGR_LR","FMLR",NA,0.236666666666667,25.46658333,-80.11098333,"1985116","Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,NA,12.191999609856,13.4111995708416,15,"DIC SPE.","Dictyota spp",42,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-8-15-1531","2015-8-15-1531-2"
"893","FLK",1531,2,2015,8,15,"SPGR_LR","FMLR",NA,0.236666666666667,25.46658333,-80.11098333,"1985116","Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,NA,12.191999609856,13.4111995708416,15,"HAL SPE.","Halimeda spp",3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-8-15-1531","2015-8-15-1531-2"
"894","FLK",1531,2,2015,8,15,"SPGR_LR","FMLR",NA,0.236666666666667,25.46658333,-80.11098333,"1985116","Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,NA,12.191999609856,13.4111995708416,15,"MAC FLES","MacroOtherFleshy",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-8-15-1531","2015-8-15-1531-2"
"895","FLK",1531,2,2015,8,15,"SPGR_LR","FMLR",NA,0.236666666666667,25.46658333,-80.11098333,"1985116","Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,NA,12.191999609856,13.4111995708416,15,"MIL SPE.","Millepora spp",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-8-15-1531","2015-8-15-1531-2"
"896","FLK",1531,2,2015,8,15,"SPGR_LR","FMLR",NA,0.236666666666667,25.46658333,-80.11098333,"1985116","Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,NA,12.191999609856,13.4111995708416,15,"PEY SPE.","Peysonnellia",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-8-15-1531","2015-8-15-1531-2"
